relative_path,kind,status,source,size,sha,purpose,boundary
02_正式结果/论文材料/dataset-codebook/public-materials.schema.json,structured_data,included,delivery metadata,800,7735676291fbb1aa292b0b8145932e25df9ddc0a845a92ba6d3f970c888922c5,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/dataset-codebook/数据字典.md,documentation,included,delivery metadata,3953,d1b222ec62917b3000724c23ea5990c6f5979f29e5303b952b6e99ccec0b36ae,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/environment/执行环境与资源边界.md,documentation,included,delivery metadata,2415,2828b0071ca477ab05d2dc2ada1242c615bc5fb1723dfaf2166c4c5d494b56b4,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/evidence-map/证据链与主张审计.md,documentation,included,delivery metadata,4179,08238be189d8666b90ea5a45b46eee39153f29e7a24ca73f88e4da2278f46b5d,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/figures/F01_bounded_ai_tcad_workflow.svg,figure,included,delivery metadata,1754,bed792a9d079799e7ee1c3b25aea96663eb11aa695e19a58a6aa8fb191df7540,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/figures/F02_failure_recovery_funnel.svg,figure,included,delivery metadata,1022,6c683d1dd907ca9068042c2cf53608f2e72f03cb133541cf9fba2311e059a547,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/figures/F03_event_attempt_lineage.svg,figure,included,delivery metadata,1411,e2b965e60e67ed2e91aa2909e9cb2bb2acddeb1a6112e64b5861863a7c64c864,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/figures/F04_resource_boundaries.svg,figure,included,delivery metadata,1492,92f28300a1497d73658c43068368744703a8628938cbe6b7d37af74fdf059100,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/figures/F05_evidence_gates.svg,figure,included,delivery metadata,1374,9ccc9a8ff11c59f710af797fbb4e0e3d598bdd1a953506a0bdd23e5374972c9f,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/figures/图件规格.md,documentation,included,delivery metadata,1462,853adaa40d25285b80d653a2857995e7277cffe5de0491b8cac9401827a2cb5e,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/manuscript/AI使用披露.md,documentation,included,delivery metadata,1838,371b7956b6fbc1e45f4c335b6e04b78ae29188f6adf602adfeb1758104c947d3,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/manuscript/citation-plan.md,documentation,included,delivery metadata,1691,e269c35c69e9f2b6dbe363147f4a888f3ffe5b9610736fe94a76d46d10f65911,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/manuscript/中文论文初稿.md,documentation,included,delivery metadata,16684,218666d52cf0a8e98a7c6aef8cbc3bef35919676c39ed3cdc226e6e6af9f1040,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/private-restricted-index/受限材料索引.md,documentation,included,delivery metadata,1154,0003446a7a266c0ccbac7871b3a9496aa5db33880b9a4b69411942ca24d8ea07,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/README.md,documentation,included,delivery metadata,4139,21737beb9ac788bb847c640b09df5ee35441e109b0497904576eab0b241dc67e,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/tables/T01_过程指标.md,documentation,included,delivery metadata,1487,55a94f6c03ebdd721afd899851399b4464f57cae54437842ebd57df1737c809f,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/tables/T02_A01负结果与门控.md,documentation,included,delivery metadata,733,6818ff7c2c95afb448f64a5b469ad68bd23e7db6d4010fa532cfb0e3f14fb357,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/tables/T03_生产验收.md,documentation,included,delivery metadata,1561,21cab03e82839920a011fd4e26bfee208a24c08db0201d448509d52baa964043,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/tables/T04_主张对抗审计.md,documentation,included,delivery metadata,1333,fad715161df4508b3cf29cd44f69387f697d1c331b3e81d47f9a2d7f3ef7d65c,final delivery evidence or reproducible input,see package README
02_正式结果/论文材料/验证记录.md,documentation,included,delivery metadata,1328,f800f7e9bd0bb6f2862a193ac4660ed125d10798b9f9c9d43651943817bbcd98,final delivery evidence or reproducible input,see package README
03_MOSFET对照附录/data/MOSFET_2ns_figure_data.csv,structured_data,included,delivery metadata,933,0f0ce34d6451f299e32f6b20721b5ecc8b12fc1e88f224379c133b1290808819,final delivery evidence or reproducible input,see package README
03_MOSFET对照附录/data/MOSFET_lattice_temperature_post2ns_svisual_metadata.json,structured_data,included,delivery metadata,2526,b5752ae0e1314cebd12cbd43c067b81631f79d54525c1489211bb5b1c8ee041c,final delivery evidence or reproducible input,see package README
03_MOSFET对照附录/data/MOSFET_T298_V550_L15_2ns.csv,structured_data,included,delivery metadata,885,1ff5c60a2fe4d691287b7759026dee78284457ea1d46a07ffe0af040fa6e700c,final delivery evidence or reproducible input,see package README
03_MOSFET对照附录/data/MOSFET_track_refined_mesh_gate.csv,structured_data,included,delivery metadata,3654,763c715959bffc3a10e78ab6e08c0bdc1da9c741b4f186a5f33b9f5646aa73f2,final delivery evidence or reproducible input,see package README
03_MOSFET对照附录/data/MOSFET_track_refined_mesh_gate.json,structured_data,included,delivery metadata,6620,6e70222f13fbf69e1a04b47867391f812886956f7e0365f9327cb7b8c3712721,final delivery evidence or reproducible input,see package README
03_MOSFET对照附录/figures/campaign_2ns_numerical_comparison.png,figure,included,delivery metadata,259108,eefeaedde099a6dda69b49b18d46660a8d29044d9299fb5be069914f597dceaa,final delivery evidence or reproducible input,see package README
03_MOSFET对照附录/figures/campaign_2ns_numerical_comparison.svg,figure,included,delivery metadata,102085,25571d6985be644fe851be06b81c4cd8c4b5942017007e7c1b6a537fd58bf2d5,final delivery evidence or reproducible input,see package README
03_MOSFET对照附录/figures/IGBTvsMOSFET.png,figure,included,delivery metadata,348770,be015f17dec162eeb8d79382987d9a5e729714a15f5dfb2cdb1e1d31782f30ce,final delivery evidence or reproducible input,see package README
03_MOSFET对照附录/figures/lattice_temperature_post2ns_svisual_comparison.png,figure,included,delivery metadata,49647,c91b58e00a04b5615a4825481e71a384d281bd62e6e3fcd01d0f7d3d74d2412e,final delivery evidence or reproducible input,see package README
03_MOSFET对照附录/figures/mosfet_lattice_temperature_post2ns_svisual.png,figure,included,delivery metadata,23732,d8e96a4b075445eddb4bcddec32949761a26db10cf07b3e18296fb7b2ad28fdb,final delivery evidence or reproducible input,see package README
03_MOSFET对照附录/README_MOSFET对照附录.md,documentation,included,delivery metadata,872,842f9a103879e6e40377de72e3299eb8173f49ad9a84a2e57bf615c39d62f438,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/data/extraction_manifest.json,structured_data,included,delivery metadata,1261,eb0625e84a2456bca253e1b08a5eb389853648adcda7078d3939a39ec8b21863,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/data/let0p015_cold300_raw.csv,structured_data,included,delivery metadata,10034,6e75783a1e62c301b297cd6c20df3dfb0deac5d6a72a0356fe0aa0486e949180,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/data/let0p015_series_config.json,structured_data,included,delivery metadata,509,81a0247ccc5f9a60192e06e5cf0d09e2cbb3e5c0113df04de55d336c91134f4e,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/data/let0p015_thermal_raw.csv,structured_data,included,delivery metadata,10014,5e5c41aa2c43591578479fbf363a79f82d2e246d6406d56646edc79001b518ec,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/data/let0p15_cold300_raw.csv,structured_data,included,delivery metadata,8924,3963597597dfd950cb86d6ffe1a9df812c2d4c5a62abf97b75c3c41d83375c4c,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/data/let0p15_series_config.json,structured_data,included,delivery metadata,507,3266a23273b030ac6fb6315f8a93175f0c5e3eec3e68ccf3c47813885ca6cc28,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/data/let0p15_thermal_raw.csv,structured_data,included,delivery metadata,8190,25460c5607d616b71f332a41caf3a6f228e892587686713ef01ac57d6d9c4f57,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/data/let150_cold300_raw.csv,structured_data,included,delivery metadata,7628,d769954f29cedf5f80627387cfba9480aad46fe94f01148c61320c7e736246d4,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/data/let150_series_config.json,structured_data,included,delivery metadata,505,8c1c5e2d5ebaa66ab9022af44a387dba38b1a089294119290773b3b565ee2f45,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/data/let150_thermal_raw.csv,structured_data,included,delivery metadata,7800,7e483aab65f84280d4ba5a75d317cda3b0b6ece2101be8711063ba2d1e9ba246,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/data/let1p5_cold300_raw.csv,structured_data,included,delivery metadata,7856,00498445d543744ec3dda9781eec61a217517ed9b98bdb64f62a6a5e09055dfb,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/data/let1p5_series_config.json,structured_data,included,delivery metadata,505,eefe98c86bae58252c3c145f27f3e80df69397c83d536455e2c2e4249bc68641,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/data/let1p5_thermal_raw.csv,structured_data,included,delivery metadata,8077,dfa43b169a53f0402c3b52a67b16fd0b3ba25ba8bd84aeee7795102e4fa50a98,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/data/let_scan_fixed_time_summary.csv,structured_data,included,delivery metadata,3895,cf9595642311419f09e34d7f72d7767258ed00d7498ed6c1cd905c698dea663c,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/data/let_scan_long.csv,structured_data,included,delivery metadata,621153,8d4694784095c546492a4d203f527dd76fb618afb884534771e78f2b3aabe616,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/data/let_scan_validation.json,structured_data,included,delivery metadata,2289,1b00c2af90817be23cdfb55a14a31115c9604f30101736669b5b7e6f58a9fb62,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/data/low_let_extraction_manifest.json,structured_data,included,delivery metadata,7699,6ea43c5557db82dbb38c4508b5138910a0bf1afe1324d633f21ebcfe2d79abde,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/figures/five_let_thermal_timing_abc.png,figure,included,delivery metadata,882037,d16651e3239772424f92b44ac41226fa239f6b108e6a2afc495861c3110e079c,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/figures/five_let_thermal_timing_abc.svg,figure,included,delivery metadata,260216,c894c1848e6c473cb3723be6a948c34039f46956592cda7ed4fb0722bb82f46f,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/figures/let0p015_thermal_timing_abc.png,figure,included,delivery metadata,524331,772e4b7d2a0c7a245c1845affb4cbc603ad4e2bc8726d582bb6e96b915ad726c,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/figures/let0p015_thermal_timing_abc.svg,figure,included,delivery metadata,185616,b42ebf3397da4b5d2ea3564c3b4193cf8e6ce76c5e32c95fddde3b97b5018939,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/figures/let0p15_thermal_timing_abc.png,figure,included,delivery metadata,546660,cbf8648af5d4e1a87ea78f198c474831761668c8fdaaa3957766ce4b893428ec,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/figures/let0p15_thermal_timing_abc.svg,figure,included,delivery metadata,191763,32c644d2965426e6ad0fb3007625249d30aa323553a786c7fe5745dcaa2ecf78,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/figures/let_scan_summary.png,figure,included,delivery metadata,276107,fb33fbcb03bd293b1303d0f13fbb11250cf449a23f789a3588a4ba11377285f5,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/figures/let_scan_summary.svg,figure,included,delivery metadata,111833,e8a7c7c8e481fd214da892f7c0d66f8123b4ec5d4be0a3de0c040fc6f3b051e4,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/README_低LET边界.md,documentation,included,delivery metadata,288,68812138ef21838e7bbba21a67d847634f395a529eacf7ec4bca7e923eb20aea,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/低LET诊断报告.md,documentation,included,delivery metadata,4652,08db587edbf5122adc919dde385ed0fba707bdea5122ee4140d8820b0f41c1b6,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/campaign_manifest.json,structured_data,included,delivery metadata,5850,972351975dcbc686f784bf2b63788a83ab82c20c0ddecf049e9b36217a5ac0b4,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/case_matrix.csv,structured_data,included,delivery metadata,1463,547e6a2c99af384f75a6a97e893a8e6bb82eb09a3dba59460f612e9010b457cd,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T243_V550_L15/IGBT_T243_V550_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,d3016d7c599e8261f70e04a47e99b1336ec46956458e90d1e0ec4232cf8aaa30,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T243_V550_L15/IGBT_T243_V550_L15_dc.json,structured_data,included,delivery metadata,977,b7e0507e22f6646bee4067d638431ed9941d92b250edda67d451c01c579ebf56,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T243_V550_L15/IGBT_T243_V550_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,7e7865a6a12fc0a16c06b96561d093efbce38f2f2993302309826679bbfc5906,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T243_V550_L15/IGBT_T243_V550_L15_transient.json,structured_data,included,delivery metadata,1010,a2d7096ed9a6d2b6bfa98a228c6e26eecc88108dd9111d0508b2c341794ae36b,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V500_L15/IGBT_T298_V500_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,b11eb2f0d7e54ae38ceac63eca50c9f6f718f2e52c702e72ef41bec66e13977b,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V500_L15/IGBT_T298_V500_L15_dc.json,structured_data,included,delivery metadata,977,548094fc74f50de73d931fd94f2d06541a973ce7c61f979d75bdaec2697aba91,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V500_L15/IGBT_T298_V500_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,af368ee0a91c65a1b400bfc0cedd3d22b83447262d91481b0bf55bb714c3b0da,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V500_L15/IGBT_T298_V500_L15_transient.json,structured_data,included,delivery metadata,1010,9c34c653634f5a287808d9452eb9d344030971e2748f0088faa9f08563bfb24f,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V525_L15/IGBT_T298_V525_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,ae2805a83abeea489abc312d4c0f6b6bb44d970f5b93ee8df40af08fa5edc087,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V525_L15/IGBT_T298_V525_L15_dc.json,structured_data,included,delivery metadata,977,928db7de2b35c4e16818513432de5e19742f45450d05edd6eecd11cface034f5,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V525_L15/IGBT_T298_V525_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,3ee0fe061ef39be5ff4f26fc67753eab9bab4e63ed2e7d935bd709d6b6e7319b,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V525_L15/IGBT_T298_V525_L15_transient.json,structured_data,included,delivery metadata,1010,5f8596842ffc62802cc5067ce9eb9e78da150ef1054f8d83e534b2df5493dd80,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V550_L15/IGBT_T298_V550_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,c2b334dceccb8249f0593852cedcffc9219a2e38be63db4ae0d21b0b12c211af,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V550_L15/IGBT_T298_V550_L15_dc.json,structured_data,included,delivery metadata,977,96dff1d1b56b7988d9b2b70bba129862cc757d1adce271d5974f99feb037e8e7,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V550_L15/IGBT_T298_V550_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,168010e78d67a6a5be830f8333374fb667e33d33640b838960b9d65f9b04e315,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V550_L15/IGBT_T298_V550_L15_transient.json,structured_data,included,delivery metadata,1010,d6f04110fcd138b53bcf0cf00c0fc0400a6f48665deb1676cfb979f74e3445b5,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V575_L15/IGBT_T298_V575_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,ed90ebffee21d22831672ef2b1ffa0e8ba27c5ee2ab1d42e6c0795db384a8d7f,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V575_L15/IGBT_T298_V575_L15_dc.json,structured_data,included,delivery metadata,977,d7380bd706d6833a70d90eaa6814e7efc0eb85b3d1319e2694b10479fac0411c,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V575_L15/IGBT_T298_V575_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,6ccc960ed559c0d0b7e91f580252ed1e3979a6447f16cfa7b1a8e4952690dccd,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V575_L15/IGBT_T298_V575_L15_transient.json,structured_data,included,delivery metadata,1010,c3882d4394f98c3c32f44c56bc0a18ec43ecd697291fe22fbb257c86a69acf87,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T323_V550_L15/IGBT_T323_V550_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,142897356b8f9fee6ead42f5b32c6b3934a312f604331fb5bc911d4bd377c6ed,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T323_V550_L15/IGBT_T323_V550_L15_dc.json,structured_data,included,delivery metadata,977,412daae9e80dddc68acc08b2c899c8e7d403b6880ea687fcd09fa102c6c6f444,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T323_V550_L15/IGBT_T323_V550_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,e141409eecd2ce4c11188e8017d236e5354ff753bfa0f69d1fb0f1d51011a0d6,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T323_V550_L15/IGBT_T323_V550_L15_transient.json,structured_data,included,delivery metadata,1010,ec1e63ef13272cbae6aac1fa7992b180c17df661e79f446478b3934b85a93dfe,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T343_V550_L15/IGBT_T343_V550_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,f9cacf54fa67d25afbe9c468c77cfccc123f7eee559c69ccacf407355379f3d8,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T343_V550_L15/IGBT_T343_V550_L15_dc.json,structured_data,included,delivery metadata,977,8c2da60450a47be73a1c2f0a78fb7357df7baea97281af117c5a080424741c93,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T343_V550_L15/IGBT_T343_V550_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,e44065bbfbfd2bbd4314e2061f61ddd4334031580aca76e49a8809ede85b1aa3,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T343_V550_L15/IGBT_T343_V550_L15_transient.json,structured_data,included,delivery metadata,1010,136c93a8c0762acab812651afa170e081619d5e5d8500f31fba8b83b8c55f0e9,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/VAL_IGBT_T298_V550_L15_track_refined/VAL_IGBT_T298_V550_L15_track_refined_dc.cmd,reproduction_input_or_script,included,delivery metadata,1554,08dc497b16db7db7b14c8c0e5dd58563a98d5ba1d957fcf1ae7159624271c065,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/VAL_IGBT_T298_V550_L15_track_refined/VAL_IGBT_T298_V550_L15_track_refined_dc.json,structured_data,included,delivery metadata,1023,d3e28cdf95d6094a6561c8904c36c95a4d65f3247e674ea52793b36808900cbe,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/VAL_IGBT_T298_V550_L15_track_refined/VAL_IGBT_T298_V550_L15_track_refined_transient.cmd,reproduction_input_or_script,included,delivery metadata,6133,f266f4b11ad30d456c8ea221dcd2d4df65fb82d1661f20a133f59e3a1e24bd95,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/VAL_IGBT_T298_V550_L15_track_refined/VAL_IGBT_T298_V550_L15_track_refined_transient.json,structured_data,included,delivery metadata,1075,c572558dd80be6096355d2a11ebbf4db903d3b59405cac547d1f6e73d7e7563e,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/frozen_input_hashes.json,structured_data,included,delivery metadata,10629,c1556f1adbcab5586a623232e1babbb25b3b4d2a9e05f04eb503958881e34831,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/frozen_input_manifest.json,structured_data,included,delivery metadata,1950,e1521e0bf703e726cf021b4a5abde057d248ab9e509988b2d2621016b34a44a6,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/plot_2ns_spec.json,structured_data,included,delivery metadata,2262,33589d38ae20603db19fe8fae53e4234d530aa6824e669034cc4b681528e5eaa,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/sde/igbt_baseline_sde.cmd,reproduction_input_or_script,included,delivery metadata,7360,9336137eee8c42f69db454f1c3e09dfb332fc2f6537ac2821692e59970d0b6b2,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/sde/igbt_track_refined_sde.cmd,reproduction_input_or_script,included,delivery metadata,7377,64f83a61a7028599975cefa57553e5a80680303f5c84e5876cf1fdc60779efe4,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/sdevice.par,reproduction_input_or_script,included,delivery metadata,97878,58dcaf4ba5b0a2a6b61d01e8fcbbab7bb6ecb6d08b69b44cc45941125c0039a1,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/sdevice_parameter_snapshot.json,structured_data,included,delivery metadata,578,04235e3304ae16d7f074570c2021946d77789b6d1ea35e91cf575fd2a371b3cc,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/source_and_derivation_audit.json,structured_data,included,delivery metadata,2565,9cc180ba0185ce5888778698d096c240071f86075f988bc4273cb3719f1775d9,final delivery evidence or reproducible input,see package README
05_最小复现材料/README_最小复现材料.md,documentation,included,delivery metadata,1306,fdc927eece9cda76c7aa4a6225508df99b2789ef77d63c38e0023d5a185770d7,final delivery evidence or reproducible input,see package README
05_最小复现材料/scripts/run_igbt_seb_case_脱敏.ps1,reproduction_input_or_script,included,delivery metadata,33701,3bd4dce80cfaa962bd175fdfe1e22afd1aef2b122637871517a21d9ed470d944,final delivery evidence or reproducible input,see package README
05_最小复现材料/scripts/sdevice_core_lease.sh,reproduction_input_or_script,included,delivery metadata,7655,528bc8cc58544728e769b535b26f748c05962bf2b218a554bd90a22b56821c04,final delivery evidence or reproducible input,see package README
05_最小复现材料/scripts/sentaurus-core-policy.json,structured_data,included,delivery metadata,434,6f96dfffad61ae6b844c83e111722f497b6da7919f3beb91ebd6ef39830c05bd,final delivery evidence or reproducible input,see package README
05_最小复现材料/scripts/summarize_igbt_mosfet_seb_campaign.py,reproduction_input_or_script,included,delivery metadata,18633,c831eb47c5c352cde2233380e7acd998e7052c14d49ce5aeecdaa117373df268,final delivery evidence or reproducible input,see package README
05_最小复现材料/scripts/validate_ai_tcad_paper_materials.py,reproduction_input_or_script,included,delivery metadata,8284,931887adf49b5481c1e51fc0f038fba52725baf111feb7d80d9eebdd1138fd6e,final delivery evidence or reproducible input,see package README
05_最小复现材料/scripts/verify_delivery_v2.py,reproduction_input_or_script,included,delivery metadata,11803,ca9b9a08ac1643d18670d268574d212bbb3473b0bcf62a68dd9c234ea5e87beb,final delivery evidence or reproducible input,see package README
06_650V重设计状态附录/data/campaign_run_summary.csv,structured_data,included,delivery metadata,255,8c88781bb40d36e8fe448cb7da40f0f7a64f2ab61ff86fd5f767f21708c11d4d,final delivery evidence or reproducible input,see package README
06_650V重设计状态附录/data/campaign_run_summary.json,structured_data,included,delivery metadata,289,1b95708df3e2771abab548a1ae58d2169ea16d0c1b024ba1d85f002432f18486,final delivery evidence or reproducible input,see package README
06_650V重设计状态附录/data/claim_ledger.json,structured_data,included,delivery metadata,32245,36c2325186ebf0cd34f15c7627e9dadfd1bfa45d8e01c76f51e0d95173b3ff88,final delivery evidence or reproducible input,see package README
06_650V重设计状态附录/data/field_track_localization.csv,structured_data,included,delivery metadata,1859,a7a48a41333440ef11cb1bafab41853dbcb6112ebe9a51f0dc0ee895481890ad,final delivery evidence or reproducible input,see package README
06_650V重设计状态附录/data/field_track_localization.json,structured_data,included,delivery metadata,13615,14cbf690d9616b870449cb21d4b2b1a477390acd6b62ee802c9910a0b9bd6b42,final delivery evidence or reproducible input,see package README
06_650V重设计状态附录/data/field_track_localization_v2.csv,structured_data,included,delivery metadata,4138,a1fb268d38e79fd95b3b4d007a7c4fe2c03560bb47c95b1c338147db37f3926d,final delivery evidence or reproducible input,see package README
06_650V重设计状态附录/data/field_track_localization_v2.json,structured_data,included,delivery metadata,27657,9737757fd487e1c4f83d1a01572c78c9615fe80a8024241837153aba72a4a308,final delivery evidence or reproducible input,see package README
06_650V重设计状态附录/data/heavy_ion_authorization.json,structured_data,included,delivery metadata,76017,a56691ec0e5526cc0b1ab435fb6eb093ccea4659a89dd5e6ef73a8cfc7208664,final delivery evidence or reproducible input,see package README
06_650V重设计状态附录/data/igbt550_mosfet500_comparison.csv,structured_data,included,delivery metadata,2056,e915f5d34b2c094a202f651d978ed85d3f8247685a548a63d24d6d1e38846534,final delivery evidence or reproducible input,see package README
06_650V重设计状态附录/data/igbt550_mosfet500_comparison.json,structured_data,included,delivery metadata,7359,a97504cee40b45c9ec56133905c46ef7381c3ebb12d4bb54750d24cf587b372d,final delivery evidence or reproducible input,see package README
06_650V重设计状态附录/data/igbt550_mosfet500_comparison_manifest.json,structured_data,included,delivery metadata,13688,c56ffc775ac17d2e84b1e4ade5c49c6007b5c2dce93e029a95fc46e5ee050955,final delivery evidence or reproducible input,see package README
06_650V重设计状态附录/data/igbt550_mosfet500_svisual_spatial_comparison.json,structured_data,included,delivery metadata,14157,032f2ea1872ac9b6734974174bac3c2f75082c29339147c52fc61d4a9917a172,final delivery evidence or reproducible input,see package README
06_650V重设计状态附录/data/igbt_400v_prestrike_recovery.json,structured_data,included,delivery metadata,8641,36e7d14cdf1213e690666a306e8c361fc854a7db89c246f8ab343ca262afa3cc,final delivery evidence or reproducible input,see package README
06_650V重设计状态附录/data/restart_binding_set.json,structured_data,included,delivery metadata,14751,d43d9c205b711cf9ff842833c9c3486ab02f8c114e7dd612b64ad499898f09ff,final delivery evidence or reproducible input,see package README
06_650V重设计状态附录/data/static_baseline_extraction.json,structured_data,included,delivery metadata,16557,76d2d66ce5aed631d044a1c2acf052e88b5d135de956d99a95251f2eaf9928a3,final delivery evidence or reproducible input,see package README
06_650V重设计状态附录/data/static_baseline_gate_summary.csv,structured_data,included,delivery metadata,633,f84d6e15090744f777957febe0b783805e295ad63ed6a67e13a4d78e89cc666e,final delivery evidence or reproducible input,see package README
